Theta1,Theta1dot, Theta2, Theta2dot
-0.938949,-3.733111,0.201219,1.378900
-0.957606,-3.672069,0.208023,1.271334
-0.975951,-3.609043,0.214287,1.165128
-0.993976,-3.544048,0.220017,1.060534
-1.011671,-3.477107,0.225223,0.957785
-1.029025,-3.408252,0.229914,0.857097
-1.046029,-3.337523,0.234101,0.758666
-1.062674,-3.264969,0.237795,0.662669
-1.078951,-3.190641,0.241008,0.569260
-1.094851,-3.114601,0.243755,0.478575
-1.110365,-3.036913,0.246048,0.390728
-1.125486,-2.957646,0.247902,0.305813
-1.140206,-2.876871,0.249332,0.223905
-1.154516,-2.794662,0.250353,0.145057
-1.168411,-2.711096,0.250981,0.069306
-1.181883,-2.626248,0.251231,-0.003330
-1.194925,-2.540195,0.251119,-0.072851
-1.207533,-2.453012,0.250661,-0.139270
-1.219701,-2.364774,0.249871,-0.202617
-1.231423,-2.275553,0.248766,-0.262934
-1.242694,-2.185420,0.247361,-0.320276
-1.253510,-2.094443,0.245671,-0.374709
-1.263868,-2.002686,0.243710,-0.426311
-1.273762,-1.910211,0.241492,-0.475167
-1.283190,-1.817078,0.239031,-0.521370
-1.292148,-1.723341,0.236340,-0.565022
-1.300633,-1.629053,0.233433,-0.606231
-1.308643,-1.534262,0.230320,-0.645110
-1.316176,-1.439013,0.227015,-0.681777
-1.323228,-1.343349,0.223527,-0.716355
-1.329798,-1.247307,0.219867,-0.748971
-1.335885,-1.150925,0.216046,-0.779753
-1.341486,-1.054234,0.212071,-0.808835
-1.346599,-0.957265,0.207951,-0.836351
-1.351225,-0.860046,0.203695,-0.862438
-1.355360,-0.762602,0.199309,-0.887234
-1.359005,-0.664957,0.194799,-0.910881
-1.362159,-0.567133,0.190172,-0.933518
-1.364819,-0.469149,0.185431,-0.955288
-1.366987,-0.371025,0.180582,-0.976335
-1.368660,-0.272778,0.175628,-0.996803
-1.369839,-0.174426,0.170571,-1.016836
-1.370523,-0.075985,0.165413,-1.036579
-1.370711,0.022528,0.160157,-1.056177
-1.370403,0.121096,0.154801,-1.075776
-1.369600,0.219703,0.149347,-1.095521
-1.368300,0.318331,0.143794,-1.115557
-1.366504,0.416961,0.138139,-1.136028
-1.364211,0.515573,0.132380,-1.157078
-1.361423,0.614147,0.126515,-1.178849
-1.358138,0.712659,0.120539,-1.201484
-1.354358,0.811084,0.114448,-1.225119
-1.350083,0.909396,0.108237,-1.249894
-1.345314,1.007564,0.101900,-1.275942
-1.340050,1.105557,0.095431,-1.303393
-1.334295,1.203340,0.088821,-1.332374
-1.328047,1.300875,0.082065,-1.363008
-1.321309,1.398121,0.075152,-1.395409
-1.314083,1.495036,0.068074,-1.429689
-1.306369,1.591571,0.060821,-1.465949
-1.298170,1.687679,0.053384,-1.504284
-1.289489,1.783306,0.045752,-1.544778
-1.280327,1.878397,0.037913,-1.587507
-1.270688,1.972896,0.029857,-1.632532
-1.260574,2.066743,0.021573,-1.679904
-1.249990,2.159876,0.013047,-1.729659
-1.238938,2.252234,0.004268,-1.781819
-1.227422,2.343753,-0.004775,-1.836390
-1.215448,2.434369,-0.014096,-1.893361
-1.203019,2.524021,-0.023705,-1.952703
-1.190141,2.612645,-0.033616,-2.014367
-1.176818,2.700182,-0.043838,-2.078288
-1.163057,2.786574,-0.054385,-2.144379
-1.148864,2.871766,-0.065266,-2.212532
-1.134243,2.955708,-0.076492,-2.282621
-1.119202,3.038353,-0.088073,-2.354497
-1.103748,3.119661,-0.100016,-2.427994
-1.087887,3.199596,-0.112331,-2.502922
-1.071626,3.278129,-0.125023,-2.579075
-1.054972,3.355237,-0.138099,-2.656227
-1.037932,3.430905,-0.151564,-2.734134
-1.020514,3.505124,-0.165421,-2.812536
-1.002725,3.577892,-0.179673,-2.891157
-0.984572,3.649217,-0.194319,-2.969707
-0.966063,3.719110,-0.209360,-3.047881
-0.947204,3.787591,-0.224793,-3.125366
-0.928004,3.854688,-0.240615,-3.201837
-0.908468,3.920433,-0.256819,-3.276958
-0.888603,3.984865,-0.273399,-3.350390
-0.868416,4.048029,-0.290346,-3.421786
-0.847914,4.109973,-0.307650,-3.490794
-0.827102,4.170753,-0.325297,-3.557061
-0.805986,4.230425,-0.343273,-3.620232
-0.784572,4.289051,-0.361564,-3.679951
-0.762865,4.346696,-0.380150,-3.735864
-0.740869,4.403427,-0.399013,-3.787620
-0.718590,4.459313,-0.418131,-3.834872
-0.696031,4.514425,-0.437482,-3.877275
-0.673197,4.568835,-0.457039,-3.914495
-0.650090,4.622616,-0.476778,-3.946201
-0.626713,4.675840,-0.496670,-3.972071
-0.603071,4.728581,-0.516685,-3.991792
-0.579164,4.780910,-0.536792,-4.005061
-0.554995,4.832900,-0.556958,-4.011586
-0.530565,4.884618,-0.577149,-4.011082
-0.505877,4.936133,-0.597329,-4.003280
-0.480930,4.987508,-0.617461,-3.987918
-0.455726,5.038804,-0.637507,-3.964748
-0.430265,5.090074,-0.657427,-3.933533
-0.404547,5.141369,-0.677181,-3.894046
-0.378572,5.192728,-0.696727,-3.846073
-0.352340,5.244186,-0.716021,-3.789410
-0.325851,5.295764,-0.735019,-3.723865
-0.299103,5.347470,-0.753678,-3.649256
-0.272096,5.399300,-0.771950,-3.565414
-0.244831,5.451231,-0.789790,-3.472182
-0.217306,5.503220,-0.807149,-3.369413
-0.189522,5.555203,-0.823980,-3.256978
-0.161478,5.607089,-0.840234,-3.134762
-0.133176,5.658758,-0.855861,-3.002671
-0.104617,5.710063,-0.870812,-2.860632
-0.075803,5.760818,-0.885037,-2.708601
-0.046738,5.810804,-0.898485,-2.546565
-0.017425,5.859763,-0.911106,-2.374551
0.012130,5.907397,-0.922851,-2.192630
0.041919,5.953371,-0.933669,-2.000927
0.071934,5.997309,-0.943511,-1.799628
0.102164,6.038800,-0.952331,-1.588988
0.132597,6.077400,-0.960080,-1.369335
0.163216,6.112637,-0.966716,-1.141081
0.194005,6.144017,-0.972194,-0.904723
0.224943,6.171035,-0.976474,-0.660846
0.256010,6.193178,-0.979521,-0.410124
0.287178,6.209940,-0.981300,-0.153319
0.318421,6.220830,-0.981781,0.108731
0.349710,6.225382,-0.980940,0.375114
0.381011,6.223166,-0.978755,0.644859
0.412291,6.213792,-0.975211,0.916951
0.443513,6.196925,-0.970297,1.190344
0.474640,6.172283,-0.964007,1.463978
0.505632,6.139646,-0.956341,1.736800
0.536450,6.098856,-0.947305,2.007777
0.567052,6.049815,-0.936908,2.275912
0.597397,5.992488,-0.925166,2.540262
0.627444,5.926894,-0.912098,2.799945
0.657151,5.853108,-0.897729,3.054154
0.686477,5.771249,-0.882087,3.302160
0.715382,5.681479,-0.865203,3.543323
0.743827,5.583995,-0.847114,3.777089
0.771773,5.479021,-0.827855,4.002992
0.799183,5.366807,-0.807467,4.220655
0.826020,5.247616,-0.785992,4.429787
0.852250,5.121726,-0.763473,4.630178
0.877840,4.989422,-0.739953,4.821695
0.902758,4.850990,-0.715479,5.004278
0.926973,4.706720,-0.690093,5.177938
0.950457,4.556895,-0.663842,5.342748
0.973181,4.401796,-0.636770,5.498840
0.995119,4.241698,-0.608920,5.646400
1.016248,4.076868,-0.580336,5.785668
1.036542,3.907566,-0.551058,5.916929
1.055981,3.734043,-0.521127,6.040514
1.074542,3.556544,-0.490580,6.156793
1.092207,3.375309,-0.459456,6.266176
1.108957,3.190570,-0.427787,6.369110
1.124774,3.002555,-0.395606,6.466073
1.139642,2.811493,-0.362942,6.557577
1.153546,2.617608,-0.329823,6.644159
1.166473,2.421130,-0.296273,6.726384
1.178408,2.222291,-0.262314,6.804837
1.189342,2.021328,-0.227963,6.880121
1.199262,1.818491,-0.193237,6.952849
1.208160,1.614039,-0.158147,7.023645
1.216029,1.408245,-0.122704,7.093129
1.222861,1.201400,-0.086913,7.161914
1.228651,0.993812,-0.050777,7.230597
1.233396,0.785811,-0.014296,7.299746
1.237095,0.577746,0.022532,7.369893
1.239747,0.369989,0.059713,7.441519
1.241354,0.162933,0.097254,7.515042
1.241919,-0.043008,0.135166,7.590807
1.241450,-0.247402,0.173460,7.669070
1.239953,-0.449804,0.212148,7.749988
1.237440,-0.649756,0.251244,7.833609
1.233922,-0.846792,0.290762,7.919858
1.229416,-1.040448,0.330714,8.008537
1.223937,-1.230262,0.371113,8.099314
1.217507,-1.415782,0.411969,8.191724
1.210146,-1.596573,0.453289,8.285173
1.201879,-1.772221,0.495079,8.378937
1.192731,-1.942337,0.537338,8.472178
1.182732,-2.106564,0.580065,8.563950
1.171911,-2.264578,0.623251,8.653217
1.160298,-2.416091,0.666882,8.738874
1.147928,-2.560854,0.710939,8.819762
1.134834,-2.698656,0.755398,8.894696
1.121051,-2.829324,0.800227,8.962486
1.106615,-2.952723,0.845390,9.021965
1.091563,-3.068756,0.890845,9.072013
1.075932,-3.177360,0.936541,9.111581
1.059758,-3.278505,0.982427,9.139717
1.043081,-3.372193,1.028444,9.155588
1.025937,-3.458455,1.074530,9.158496
1.008363,-3.537350,1.120618,9.147898
0.990396,-3.608961,1.166641,9.123420
0.972074,-3.673395,1.212527,9.084858
0.953432,-3.730782,1.258207,9.032194
0.934505,-3.781271,1.303609,8.965586
0.915329,-3.825033,1.348662,8.885368
0.895936,-3.862252,1.393298,8.792044
0.876360,-3.893135,1.437453,8.686271
0.856633,-3.917900,1.481062,8.568845
0.836786,-3.936783,1.524068,8.440686
0.816848,-3.950033,1.566417,8.302811
0.796847,-3.957913,1.608062,8.156317
0.776811,-3.960701,1.648958,8.002358
0.756766,-3.958683,1.689070,7.842119
0.736735,-3.952158,1.728366,7.676794
0.716742,-3.941437,1.766822,7.507566
0.696808,-3.926836,1.804418,7.335589
0.676953,-3.908678,1.841142,7.161964
0.657194,-3.887291,1.876987,6.987729
0.637549,-3.863004,1.911950,6.813846
0.618031,-3.836144,1.946034,6.641188
0.598654,-3.807034,1.979246,6.470537
0.579429,-3.775990,2.011597,6.302575
0.560366,-3.743315,2.043102,6.137890
0.541473,-3.709299,2.073778,5.976972
0.522757,-3.674213,2.103645,5.820218
0.504222,-3.638312,2.132724,5.667944
0.485874,-3.601829,2.161040,5.520382
0.467715,-3.564974,2.188616,5.377700
0.449745,-3.527937,2.215477,5.239999
0.431967,-3.490883,2.241649,5.107331
0.414380,-3.453958,2.267158,4.979703
0.396982,-3.417286,2.292030,4.857084
0.379773,-3.380972,2.316289,4.739416
0.362750,-3.345104,2.339962,4.626617
0.345911,-3.309753,2.363073,4.518586
0.329253,-3.274976,2.385646,4.415213
0.312773,-3.240817,2.407704,4.316376
0.296467,-3.207309,2.429271,4.221951
0.280332,-3.174476,2.450368,4.131807
0.264365,-3.142333,2.471018,4.045817
0.248561,-3.110887,2.491241,3.963852
0.232917,-3.080142,2.511057,3.885787
0.217430,-3.050095,2.530486,3.811499
0.202095,-3.020739,2.549546,3.740869
0.186909,-2.992066,2.568257,3.673785
0.171869,-2.964062,2.586636,3.610134
0.156971,-2.936715,2.604700,3.549814
0.142212,-2.910008,2.622465,3.492724
0.127588,-2.883926,2.639948,3.438768
0.113096,-2.858452,2.657165,3.387857
0.098733,-2.833567,2.674131,3.339903
0.084496,-2.809255,2.690860,3.294825
0.070382,-2.785497,2.707367,3.252546
0.056388,-2.762277,2.723667,3.212992
0.042511,-2.739577,2.739771,3.176093
0.028749,-2.717380,2.755695,3.141783
0.015100,-2.695670,2.771450,3.110000
0.001560,-2.674432,2.787050,3.080685
-0.011873,-2.653651,2.802507,3.053780
-0.025201,-2.633311,2.817832,3.029234
-0.038426,-2.613400,2.833038,3.006994
-0.051550,-2.593903,2.848136,2.987014
-0.064576,-2.574810,2.863138,2.969248
-0.077506,-2.556108,2.878054,2.953652
-0.090341,-2.537785,2.892895,2.940186
-0.103084,-2.519833,2.907673,2.928811
-0.115736,-2.502241,2.922397,2.919489
-0.128299,-2.485001,2.937078,2.912187
-0.140776,-2.468105,2.951727,2.906871
-0.153167,-2.451545,2.966351,2.903510
-0.165474,-2.435314,2.980963,2.902073
-0.177700,-2.419408,2.995571,2.902532
-0.189845,-2.403819,3.010185,2.904860
-0.201912,-2.388545,3.024814,2.909033
-0.213902,-2.373581,3.039468,2.915025
-0.225816,-2.358923,3.054155,2.922814
-0.237656,-2.344570,3.068885,2.932379
-0.249423,-2.330520,3.083667,2.943699
-0.261120,-2.316772,3.098509,2.956755
-0.272747,-2.303324,3.113420,2.971529
-0.284306,-2.290178,3.128408,2.988003
-0.295799,-2.277335,3.143483,3.006163
-0.307227,-2.264796,3.158653,3.025994
-0.318592,-2.252563,3.173926,3.047481
-0.329894,-2.240639,3.189311,3.070612
-0.341137,-2.229029,3.204815,3.095375
-0.352320,-2.217736,3.220447,3.121760
-0.363447,-2.206765,3.236215,3.149758
-0.374518,-2.196123,3.252128,3.179361
-0.385534,-2.185815,3.268193,3.210560
-0.396499,-2.175848,3.284418,3.243350
-0.407413,-2.166230,3.300811,3.277726
-0.418278,-2.156970,3.317381,3.313685
-0.429096,-2.148075,3.334136,3.351224
-0.439869,-2.139554,3.351082,3.390342
-0.450598,-2.131419,3.368229,3.431040
-0.461286,-2.123678,3.385584,3.473319
-0.471934,-2.116343,3.403155,3.517183
-0.482545,-2.109423,3.420950,3.562637
-0.493120,-2.102930,3.438977,3.609688
-0.503661,-2.096876,3.457245,3.658343
-0.514171,-2.091270,3.475761,3.708614
-0.524653,-2.086124,3.494533,3.760512
-0.535107,-2.081448,3.513569,3.814052
-0.545536,-2.077253,3.532879,3.869249
-0.555944,-2.073547,3.552469,3.926122
-0.566331,-2.070339,3.572349,3.984691
-0.576702,-2.067635,3.592527,4.044976
-0.587057,-2.065441,3.613012,4.107003
-0.597399,-2.063761,3.633812,4.170797
-0.607732,-2.062596,3.654936,4.236384
-0.618057,-2.061944,3.676393,4.303794
-0.628378,-2.061801,3.698193,4.373054
-0.638695,-2.062158,3.720343,4.444196
-0.649013,-2.063004,3.742855,4.517248
-0.659333,-2.064321,3.765737,4.592240
-0.669657,-2.066088,3.788998,4.669199
-0.679988,-2.068277,3.812650,4.748149
-0.690327,-2.070855,3.836700,4.829113
-0.700678,-2.073781,3.861160,4.912107
-0.711040,-2.077007,3.886040,4.997140
-0.721416,-2.080478,3.911349,5.084217
-0.731807,-2.084131,3.937097,5.173329
-0.742213,-2.087893,3.963294,5.264459
-0.752636,-2.091685,3.989951,5.357576
-0.763075,-2.095417,4.017077,5.452633
-0.773529,-2.098990,4.044681,5.549566
-0.783999,-2.102299,4.072773,5.648294
-0.794483,-2.105228,4.101361,5.748711
-0.804979,-2.107652,4.130453,5.850691
-0.815483,-2.109440,4.160057,5.954083
-0.825995,-2.110452,4.190180,6.058710
-0.836508,-2.110544,4.220827,6.164369
-0.847019,-2.109562,4.252004,6.270827
-0.857523,-2.107349,4.283713,6.377825
-0.868013,-2.103742,4.315958,6.485077
-0.878482,-2.098575,4.348740,6.592267
-0.888922,-2.091679,4.382057,6.699056
-0.899326,-2.082881,4.415908,6.805079
-0.909683,-2.072007,4.450288,6.909949
-0.919983,-2.058883,4.485191,7.013261
-0.930214,-2.043333,4.520609,7.114591
-0.940365,-2.025185,4.556532,7.213505
-0.950423,-2.004264,4.592948,7.309559
-0.960373,-1.980400,4.629842,7.402308
-0.970201,-1.953424,4.667196,7.491305
-0.979891,-1.923171,4.704993,7.576111
-0.989426,-1.889482,4.743210,7.656300
-0.998790,-1.852202,4.781824,7.731462
-1.007964,-1.811181,4.820810,7.801213
-1.016929,-1.766278,4.860140,7.865194
-1.025666,-1.717359,4.899786,7.923084
-1.034154,-1.664299,4.939717,7.974598
-1.042373,-1.606986,4.979899,8.019496
-1.050301,-1.545317,5.020301,8.057585
-1.057917,-1.479202,5.060887,8.088723
-1.065197,-1.408566,5.101623,8.112821
-1.072119,-1.333350,5.142474,8.129841
-1.078660,-1.253510,5.183404,8.139802
-1.084797,-1.169021,5.224377,8.142776
-1.090505,-1.079877,5.265358,8.138885
-1.095763,-0.986092,5.306314,8.128301
-1.100546,-0.887702,5.347210,8.111239
-1.104832,-0.784764,5.388014,8.087955
-1.108597,-0.677359,5.428696,8.058738
-1.111818,-0.565590,5.469224,8.023903
-1.114476,-0.449585,5.509573,7.983788
-1.116547,-0.329495,5.549714,7.938742
-1.118011,-0.205494,5.589624,7.889121
-1.118850,-0.077778,5.629280,7.835276
-1.119044,0.053432,5.668660,7.777551
-1.118575,0.187898,5.707746,7.716275
-1.117429,0.325360,5.746520,7.651752
-1.115589,0.465540,5.784965,7.584259
-1.113043,0.608148,5.823067,7.514041
-1.109778,0.752874,5.860812,7.441307
-1.105784,0.899402,5.898188,7.366228
-1.101053,1.047404,5.935183,7.288934
-1.095576,1.196546,5.971785,7.209513
-1.089348,1.346488,6.007984,7.128017
-1.082366,1.496888,6.043770,7.044456
-1.074628,1.647405,6.079133,6.958806
-1.066133,1.797699,6.114060,6.871009
-1.056882,1.947432,6.148542,6.780978
-1.046879,2.096272,6.182568,6.688604
-1.036129,2.243894,6.216125,6.593754
-1.024638,2.389980,6.249201,6.496282
-1.012413,2.534219,6.281782,6.396032
-0.999465,2.676311,6.313855,6.292842
-0.985804,2.815966,6.345404,6.186550
-0.971444,2.952902,6.376414,6.077000
-0.956397,3.086851,6.406868,5.964043
-0.940679,3.217554,6.436749,5.847544
-0.924307,3.344764,6.466039,5.727385
-0.907299,3.468245,6.494719,5.603469
-0.889674,3.587776,6.522771,5.475722
-0.871451,3.703145,6.550176,5.344097
-0.852652,3.814155,6.576914,5.208576
-0.833299,3.920623,6.602964,5.069169
-0.813415,4.022379,6.628309,4.925922
-0.793024,4.119268,6.652928,4.778909
-0.772151,4.211152,6.676802,4.628242
-0.750821,4.297907,6.699915,4.474063
-0.729061,4.379429,6.722247,4.316548
-0.706896,4.455629,6.743782,4.155908
-0.684353,4.526439,6.764506,3.992380
-0.661461,4.591809,6.784403,3.826236
-0.638245,4.651710,6.803461,3.657770
-0.614735,4.706134,6.821669,3.487306
-0.590958,4.755093,6.839016,3.315186
-0.566941,4.798621,6.855495,3.141773
-0.542711,4.836772,6.871099,2.967446
-0.518296,4.869623,6.885825,2.792593
-0.493723,4.897269,6.899671,2.617614
-0.469017,4.919827,6.912635,2.442909
-0.444205,4.937430,6.924720,2.268880
-0.419310,4.950231,6.935930,2.095925
-0.394358,4.958396,6.946271,1.924435
-0.369371,4.962108,6.955750,1.754787
-0.344372,4.961560,6.964376,1.587347
-0.319382,4.956954,6.972163,1.422461
-0.294421,4.948504,6.979122,1.260455
-0.269509,4.936425,6.985269,1.101633
-0.244663,4.920938,6.990620,0.946276
-0.219901,4.902265,6.995193,0.794639
-0.195239,4.880627,6.999007,0.646951
-0.170690,4.856242,7.002082,0.503413
-0.146270,4.829324,7.004439,0.364203
-0.121989,4.800080,7.006100,0.229470
-0.097860,4.768711,7.007089,0.099340
-0.073894,4.735407,7.007427,-0.026086
-0.050100,4.700351,7.007140,-0.146731
-0.026485,4.663714,7.006251,-0.262537
-0.003059,4.625655,7.004786,-0.373470
0.020172,4.586324,7.002767,-0.479509
0.043201,4.545858,7.000221,-0.580655
0.066024,4.504383,6.997171,-0.676921
0.088635,4.462013,6.993643,-0.768336
0.111029,4.418852,6.989661,-0.854938
0.133204,4.374992,6.985249,-0.936779
0.155156,4.330516,6.980431,-1.013919
0.176881,4.285495,6.975230,-1.086427
0.198378,4.239994,6.969670,-1.154378
0.219643,4.194066,6.963774,-1.217853
0.240675,4.147757,6.957565,-1.276941
0.261472,4.101106,6.951063,-1.331731
0.282033,4.054145,6.944291,-1.382321
0.302355,4.006898,6.937270,-1.428808
0.322438,3.959384,6.930020,-1.471294
0.342281,3.911618,6.922562,-1.509882
0.361881,3.863609,6.914914,-1.544678
0.381238,3.815361,6.907096,-1.575789
0.400351,3.766876,6.899127,-1.603323
0.419218,3.718150,6.891023,-1.627389
0.437839,3.669178,6.882803,-1.648099
0.456212,3.619952,6.874483,-1.665562
0.474336,3.570461,6.866080,-1.679891
0.492210,3.520693,6.857609,-1.691196
0.509832,3.470633,6.849085,-1.699591
0.527201,3.420266,6.840522,-1.705187
0.544315,3.369576,6.831935,-1.708097
0.561173,3.318544,6.823338,-1.708432
0.577772,3.267153,6.814742,-1.706304
0.594112,3.215383,6.806160,-1.701825
0.610190,3.163216,6.797604,-1.695106
0.626005,3.110633,6.789085,-1.686257
0.641553,3.057615,6.780613,-1.675388
0.656834,3.004144,6.772199,-1.662607
0.671844,2.950201,6.763852,-1.648023
0.686582,2.895769,6.755581,-1.631741
0.701044,2.840830,6.747395,-1.613867
0.715229,2.785370,6.739301,-1.594505
0.729133,2.729372,6.731307,-1.573756
0.742755,2.672822,6.723419,-1.551720
0.756090,2.615708,6.715644,-1.528496
0.769137,2.558018,6.707988,-1.504180
0.781892,2.499742,6.700456,-1.478865
0.794353,2.440870,6.693053,-1.452641
0.806516,2.381394,6.685784,-1.425598
0.818379,2.321309,6.678652,-1.397820
0.829938,2.260611,6.671662,-1.369389
0.841191,2.199295,6.664815,-1.340386
0.852134,2.137362,6.658116,-1.310884
0.862764,2.074810,6.651567,-1.280957
0.873078,2.011643,6.645169,-1.250672
0.883072,1.947863,6.638924,-1.220095
0.892745,1.883477,6.632834,-1.189286
0.902093,1.818491,6.626900,-1.158302
0.911112,1.752913,6.621123,-1.127195
0.919801,1.686755,6.615502,-1.096013
0.928155,1.620027,6.610039,-1.064802
0.936173,1.552744,6.604734,-1.033601
0.943851,1.484919,6.599586,-1.002445
0.951187,1.416570,6.594596,-0.971366
0.958177,1.347713,6.589762,-0.940392
0.964821,1.278369,6.585084,-0.909544
0.971114,1.208557,6.580561,-0.878843
0.977056,1.138299,6.576194,-0.848303
0.982643,1.067617,6.571980,-0.817934
0.987873,0.996535,6.567919,-0.787743
0.992746,0.925078,6.564011,-0.757734
0.997258,0.853271,6.560253,-0.727905
1.001407,0.781141,6.556646,-0.698254
1.005194,0.708715,6.553188,-0.668772
1.008615,0.636021,6.549879,-0.639450
1.011670,0.563087,6.546717,-0.610274
1.014358,0.489943,6.543702,-0.581228
1.016677,0.416619,6.540833,-0.552295
1.018627,0.343144,6.538110,-0.523452
1.020206,0.269549,6.535533,-0.494680
1.021415,0.195864,6.533100,-0.465952
1.022254,0.122122,6.530812,-0.437243
1.022720,0.048353,6.528669,-0.408527
1.022816,-0.025411,6.526670,-0.379776
1.022540,-0.099139,6.524816,-0.350961
1.021893,-0.172798,6.523107,-0.322054
1.020876,-0.246357,6.521544,-0.293026
1.019489,-0.319785,6.520128,-0.263849
1.017732,-0.393049,6.518858,-0.234493
1.015607,-0.466119,6.517736,-0.204933
1.013114,-0.538963,6.516764,-0.175141
1.010255,-0.611549,6.515941,-0.145091
1.007031,-0.683847,6.515270,-0.114762
1.003444,-0.755828,6.514752,-0.084129
0.999495,-0.827459,6.514389,-0.053175
0.995186,-0.898713,6.514181,-0.021880
0.990519,-0.969560,6.514132,0.009771
0.985496,-1.039972,6.514242,0.041789
0.980120,-1.109921,6.514513,0.074184
0.974392,-1.179379,6.514947,0.106964
0.968315,-1.248321,6.515547,0.140132
0.961893,-1.316722,6.516314,0.173686
0.955127,-1.384556,6.517250,0.207625
0.948020,-1.451801,6.518357,0.241940
0.940576,-1.518434,6.519637,0.276621
0.932798,-1.584435,6.521092,0.311652
0.924689,-1.649782,6.522723,0.347015
0.916252,-1.714458,6.524531,0.382686
0.907490,-1.778445,6.526520,0.418639
0.898408,-1.841728,6.528689,0.454842
0.889008,-1.904291,6.531041,0.491261
0.879295,-1.966123,6.533575,0.527857
0.869272,-2.027211,6.536294,0.564585
0.858943,-2.087547,6.539197,0.601399
0.848311,-2.147122,6.542285,0.638247
0.837381,-2.205929,6.545558,0.675076
0.826156,-2.263965,6.549015,0.711825
0.814641,-2.321225,6.552658,0.748434
0.802839,-2.377709,6.556483,0.784835
0.790754,-2.433417,6.560491,0.820961
0.778390,-2.488351,6.564680,0.856739
0.765751,-2.542514,6.569048,0.892093
0.752840,-2.595911,6.573593,0.926946
0.739663,-2.648550,6.578312,0.961218
0.726222,-2.700439,6.583202,0.994824
0.712522,-2.751586,6.588260,1.027679
