Theta1,Theta1dot, Theta2, Theta2dot
-38.586801,7.560469,-38.872418,-18.861003
-38.548679,7.497271,-38.967179,-18.628269
-38.510919,7.367811,-39.060698,-18.300755
-38.473853,7.174002,-39.152506,-17.896145
-38.437805,6.918979,-39.242231,-17.436933
-38.403079,6.607308,-39.329614,-16.948456
-38.369959,6.245092,-39.414524,-16.456628
-38.338694,5.839913,-39.496962,-15.985662
-38.309497,5.400544,-39.577047,-15.556097
-38.282534,4.936449,-39.654998,-15.183416
-38.257925,4.457132,-39.731111,-14.877433
-38.235741,3.971505,-39.805727,-14.642481
-38.216007,3.487383,-39.879205,-14.478202
-38.198713,3.011216,-39.951900,-14.380697
-38.183813,2.548051,-40.024147,-14.343719
-38.171239,2.101668,-40.096246,-14.359719
-38.160904,1.674822,-40.168461,-14.420643
-38.152707,1.269511,-40.241013,-14.518457
-38.146538,0.887220,-40.314083,-14.645465
-38.142278,0.529128,-40.387813,-14.794454
-38.139805,0.196259,-40.462311,-14.958752
-38.138989,-0.110413,-40.537650,-15.132213
-38.139699,-0.389905,-40.613871,-15.309192
-38.141795,-0.641190,-40.690988,-15.484509
-38.145134,-0.863197,-40.768991,-15.653414
-38.149568,-1.054822,-40.847843,-15.811578
-38.154943,-1.214956,-40.927488,-15.955085
-38.161099,-1.342520,-41.007850,-16.080444
-38.167871,-1.436500,-41.088835,-16.184615
-38.175090,-1.495990,-41.170334,-16.265037
-38.182581,-1.520229,-41.252227,-16.319666
-38.190167,-1.508631,-41.334382,-16.347019
-38.197666,-1.460810,-41.416663,-16.346205
-38.204896,-1.376598,-41.498925,-16.316968
-38.211675,-1.256046,-41.581028,-16.259709
-38.217819,-1.099423,-41.662831,-16.175509
-38.223148,-0.907195,-41.744199,-16.066146
-38.227483,-0.680002,-41.825007,-15.934100
-38.230649,-0.418629,-41.905144,-15.782556
-38.232474,-0.123963,-41.984514,-15.615407
-38.232793,0.203033,-42.063042,-15.437258
-38.231444,0.561354,-42.140677,-15.253432
-38.228270,0.949963,-42.217393,-15.069987
-38.223121,1.367787,-42.293199,-14.893735
-38.215850,1.813681,-42.368134,-14.732258
-38.206319,2.286347,-42.442280,-14.593915
-38.194395,2.784210,-42.515759,-14.487803
-38.179953,3.305240,-42.588738,-14.423651
-38.162879,3.846722,-42.661436,-14.411567
-38.143075,4.404995,-42.734121,-14.461613
-38.120461,4.975202,-42.807109,-14.583110
-38.094981,5.551115,-42.880765,-14.783661
-38.066612,6.125111,-42.955486,-15.067931
-38.035371,6.688372,-43.031692,-15.436288
-38.001318,7.231331,-43.109801,-15.883564
-37.964561,7.744301,-43.190198,-16.398189
-37.925256,8.218139,-43.273209,-16.961976
-37.883604,8.644791,-43.359064,-17.550652
-37.839846,9.017573,-43.447866,-18.135116
-37.794255,9.331172,-43.539573,-18.683297
-37.747130,9.581427,-43.633979,-19.162411
-37.698791,9.765029,-43.730717,-19.541503
-37.649575,9.879233,-43.829266,-19.794091
-37.599832,9.921688,-43.928975,-19.900727
-37.549925,9.890411,-44.029104,-19.851209
-37.500226,9.783904,-44.128867,-19.646122
-37.451113,9.601429,-44.227488,-19.297375
-37.402972,9.343393,-44.324260,-18.827554
-37.356180,9.011832,-44.418595,-18.268002
-37.311108,8.610901,-44.510065,-17.655812
-37.268101,8.147258,-44.598432,-17.030037
-37.227471,7.630149,-44.683656,-16.427665
-37.189480,7.071049,-44.765875,-15.879964
-37.154332,6.482811,-44.845384,-15.409877
-37.122165,5.878485,-44.922584,-15.030932
-37.093053,5.270127,-44.997941,-14.747708
-37.067007,4.667916,-45.071936,-14.557494
-37.043990,4.079751,-45.145036,-14.452493
-37.023927,3.511293,-45.217662,-14.421967
-37.006715,2.966312,-45.290182,-14.453951
-36.992233,2.447152,-45.362905,-14.536426
-36.980349,1.955196,-45.436076,-14.657999
-36.970924,1.491256,-45.509885,-14.808234
-36.963816,1.055858,-45.584470,-14.977753
-36.958881,0.649440,-45.659922,-15.158215
-36.955971,0.272469,-45.736291,-15.342248
-36.954938,-0.074500,-45.813591,-15.523366
-36.955629,-0.390809,-45.891803,-15.695894
-36.957889,-0.675709,-45.970879,-15.854913
-36.961560,-0.928395,-46.050750,-15.996222
-36.966478,-1.148046,-46.131322,-16.116321
-36.972476,-1.333877,-46.212489,-16.212395
-36.979384,-1.485186,-46.294126,-16.282312
-36.987027,-1.601404,-46.376102,-16.324619
-36.995229,-1.682132,-46.458276,-16.338538
-37.003809,-1.727173,-46.540507,-16.323947
-37.012589,-1.736551,-46.622650,-16.281365
-37.021389,-1.710522,-46.704567,-16.211921
-37.030032,-1.649573,-46.786122,-16.117314
-37.038342,-1.554406,-46.867191,-15.999776
-37.046147,-1.425918,-46.947661,-15.862025
-37.053282,-1.265172,-47.027431,-15.707217
-37.059584,-1.073366,-47.106420,-15.538907
-37.064898,-0.851797,-47.184560,-15.361015
-37.069077,-0.601832,-47.261808,-15.177790
-37.071978,-0.324883,-47.338140,-14.993798
-37.073467,-0.022395,-47.413555,-14.813910
-37.073418,0.304155,-47.488076,-14.643292
-37.071710,0.653234,-47.561755,-14.487407
-37.068233,1.023216,-47.634669,-14.351994
-37.062883,1.412309,-47.706924,-14.243039
-37.055566,1.818469,-47.778657,-14.166692
-37.046199,2.239282,-47.850036,-14.129136
-37.034711,2.671846,-47.921259,-14.136359
-37.021045,3.112652,-47.992553,-14.193825
-37.005163,3.557492,-48.064172,-14.306030
-36.987050,4.001434,-48.136393,-14.475956
-36.966712,4.438877,-48.209505,-14.704464
-36.944186,4.863694,-48.283799,-14.989704
-36.919540,5.269479,-48.359557,-15.326634
-36.892873,5.649824,-48.437031,-15.706758
-36.864317,5.998609,-48.516430,-16.118145
-36.834032,6.310221,-48.597902,-16.545770
-36.802208,6.579694,-48.681515,-16.972169
-36.769060,6.802728,-48.767252,-17.378349
-36.734823,6.975644,-48.854998,-17.744910
-36.699751,7.095285,-48.944542,-18.053302
-36.664114,7.158922,-49.035581,-18.287147
-36.628194,7.164192,-49.127733,-18.433532
-36.592288,7.109081,-49.220551,-18.484168
-36.556700,6.991983,-49.313553,-18.436278
-36.521744,6.811810,-49.406246,-18.293083
-36.487736,6.568164,-49.498157,-18.063790
-36.454998,6.261544,-49.588863,-17.763017
-36.423844,5.893571,-49.678018,-17.409680
-36.394583,5.467188,-49.765371,-17.025429
-36.367505,4.986777,-49.850784,-16.632801
-36.342879,4.458141,-49.934228,-16.253302
-36.320943,3.888307,-50.015783,-15.905666
-36.301899,3.285137,-50.095620,-15.604540
-36.285909,2.656804,-50.173979,-15.359747
-36.273095,2.011221,-50.251148,-15.176206
-36.263538,1.355545,-50.327435,-15.054418
-36.257284,0.695842,-50.403150,-14.991340
-36.254352,0.036937,-50.478582,-14.981414
-36.254734,-0.617545,-50.553997,-15.017567
-36.258406,-1.265031,-50.629618,-15.092038
-36.265331,-1.903777,-50.705636,-15.197002
-36.275466,-2.532642,-50.782196,-15.324975
-36.288759,-3.150882,-50.859411,-15.469066
-36.305157,-3.757985,-50.937357,-15.623093
-36.324603,-4.353543,-51.016081,-15.781634
-36.347039,-4.937174,-51.095602,-15.940021
-36.372405,-5.508461,-51.175916,-16.094310
-36.400637,-6.066935,-51.257001,-16.241247
-36.431672,-6.612062,-51.338818,-16.378218
-36.465440,-7.143253,-51.421316,-16.503209
-36.501872,-7.659874,-51.504433,-16.614755
-36.540892,-8.161268,-51.588102,-16.711893
-36.582424,-8.646777,-51.672248,-16.794116
-36.626387,-9.115761,-51.756799,-16.861318
-36.672697,-9.567619,-51.841677,-16.913746
-36.721267,-10.001804,-51.926810,-16.951940
-36.772007,-10.417840,-52.012125,-16.976683
-36.824825,-10.815330,-52.097558,-16.988948
-36.879626,-11.193961,-52.183044,-16.989840
-36.936316,-11.553511,-52.268529,-16.980554
-36.994797,-11.893849,-52.353961,-16.962330
-37.054973,-12.214927,-52.439297,-16.936409
-37.116745,-12.516784,-52.524500,-16.904008
-37.180017,-12.799536,-52.609536,-16.866286
-37.244692,-13.063368,-52.694380,-16.824330
-37.310675,-13.308530,-52.779012,-16.779135
-37.377871,-13.535329,-52.863416,-16.731602
-37.446188,-13.744119,-52.947580,-16.682525
-37.515535,-13.935297,-53.031498,-16.632600
-37.585823,-14.109296,-53.115166,-16.582421
-37.656967,-14.266578,-53.198582,-16.532491
-37.728881,-14.407631,-53.281748,-16.483228
-37.801485,-14.532961,-53.364668,-16.434971
-37.874699,-14.643090,-53.447346,-16.387996
-37.948449,-14.738555,-53.529791,-16.342520
-38.022659,-14.819897,-53.612008,-16.298710
-38.097260,-14.887670,-53.694007,-16.256697
-38.172183,-14.942426,-53.775797,-16.216579
-38.247365,-14.984723,-53.857387,-16.178430
-38.322743,-15.015118,-53.938787,-16.142304
-38.398257,-15.034165,-54.020007,-16.108245
-38.473852,-15.042416,-54.101058,-16.076284
-38.549474,-15.040417,-54.181951,-16.046448
-38.625072,-15.028706,-54.262695,-16.018758
-38.700599,-15.007814,-54.343302,-15.993232
-38.776009,-14.978260,-54.423783,-15.969887
-38.851259,-14.940550,-54.504148,-15.948734
-38.926310,-14.895177,-54.584408,-15.929784
-39.001124,-14.842617,-54.664576,-15.913041
-39.075666,-14.783327,-54.744661,-15.898507
-39.149902,-14.717746,-54.824674,-15.886173
-39.223804,-14.646290,-54.904628,-15.876025
-39.297340,-14.569349,-54.984531,-15.868037
-39.370487,-14.487291,-55.064397,-15.862172
-39.443217,-14.400453,-55.144234,-15.858379
-39.515509,-14.309145,-55.224053,-15.856595
-39.587341,-14.213645,-55.303865,-15.856738
-39.658692,-14.114201,-55.383678,-15.858713
-39.729543,-14.011025,-55.463502,-15.862404
-39.799877,-13.904298,-55.543345,-15.867678
-39.869676,-13.794162,-55.623216,-15.874385
-39.938924,-13.680727,-55.703120,-15.882355
-40.007605,-13.564065,-55.783064,-15.891398
-40.075703,-13.444213,-55.863053,-15.901308
-40.143202,-13.321172,-55.943092,-15.911859
-40.210087,-13.194910,-56.023182,-15.922808
-40.276342,-13.065358,-56.103327,-15.933896
-40.341950,-12.932416,-56.183526,-15.944845
-40.406895,-12.795954,-56.263778,-15.955367
-40.471159,-12.655812,-56.344081,-15.965156
-40.534724,-12.511802,-56.424431,-15.973895
-40.597570,-12.363714,-56.504823,-15.981257
-40.659677,-12.211317,-56.585248,-15.986905
-40.721022,-12.054359,-56.665699,-15.990494
-40.781583,-11.892579,-56.746164,-15.991676
-40.841335,-11.725702,-56.826632,-15.990095
-40.900252,-11.553447,-56.907087,-15.985400
-40.958307,-11.375531,-56.987515,-15.977239
-41.015471,-11.191676,-57.067897,-15.965265
-41.071714,-11.001606,-57.148214,-15.949140
-41.127004,-10.805060,-57.228445,-15.928539
-41.181307,-10.601788,-57.308568,-15.903153
-41.234590,-10.391564,-57.388558,-15.872694
-41.286817,-10.174182,-57.468389,-15.836899
-41.337952,-9.949463,-57.548034,-15.795538
-41.387957,-9.717257,-57.627467,-15.748417
-41.436795,-9.477448,-57.706657,-15.695385
-41.484425,-9.229953,-57.785574,-15.636341
-41.530810,-8.974724,-57.864190,-15.571239
-41.575910,-8.711749,-57.942472,-15.500097
-41.619685,-8.441055,-58.020392,-15.423004
-41.662097,-8.162700,-58.097920,-15.340124
-41.703106,-7.876781,-58.175026,-15.251708
-41.742674,-7.583425,-58.251683,-15.158096
-41.780763,-7.282788,-58.327866,-15.059730
-41.817337,-6.975056,-58.403551,-14.957156
-41.852359,-6.660440,-58.478717,-14.851033
-41.885795,-6.339172,-58.553347,-14.742140
-41.917611,-6.011505,-58.627429,-14.631382
-41.947775,-5.677711,-58.700953,-14.519795
-41.976256,-5.338083,-58.773916,-14.408555
-42.003023,-4.992932,-58.846322,-14.298978
-42.028051,-4.642597,-58.918178,-14.192527
-42.051312,-4.287448,-58.989504,-14.090810
-42.072782,-3.927896,-59.060322,-13.995581
-42.092440,-3.564411,-59.130668,-13.908729
-42.110266,-3.197534,-59.200586,-13.832272
-42.126243,-2.827903,-59.270128,-13.768327
-42.140357,-2.456279,-59.339359,-13.719080
-42.152600,-2.083572,-59.408355,-13.686738
-42.162967,-1.710872,-59.477202,-13.673465
-42.171457,-1.339475,-59.545998,-13.681293
-42.178080,-0.970912,-59.614850,-13.712021
-42.182850,-0.606959,-59.683875,-13.767090
-42.185791,-0.249642,-59.753194,-13.847446
-42.186940,0.098769,-59.822937,-13.953396
-42.186342,0.435791,-59.893230,-14.084472
-42.184056,0.758770,-59.964201,-14.239302
-42.180155,1.064933,-60.035966,-14.415529
-42.174726,1.351450,-60.108632,-14.609767
-42.167869,1.615507,-60.182286,-14.817615
-42.159700,1.854356,-60.256993,-15.033738
-42.150346,2.065379,-60.332791,-15.252018
-42.139951,2.246121,-60.409686,-15.465765
-42.128667,2.394322,-60.487652,-15.667987
-42.116661,2.507935,-60.566624,-15.851705
-42.104107,2.585142,-60.646507,-16.010295
-42.091191,2.624361,-60.727169,-16.137841
-42.078104,2.624259,-60.808451,-16.229473
-42.065045,2.583772,-60.890171,-16.281658
-42.052217,2.502126,-60.972129,-16.292440
-42.039830,2.378875,-61.054116,-16.261573
-42.028092,2.213932,-61.135924,-16.190559
-42.017212,2.007620,-61.217354,-16.082560
-42.007399,1.760703,-61.298221,-15.942194
-41.998855,1.474426,-61.378368,-15.775223
-41.991779,1.150529,-61.457665,-15.588155
-41.986357,0.791249,-61.536016,-15.387801
-41.982766,0.399288,-61.613357,-15.180806
-41.981168,-0.022245,-61.689660,-14.973226
-41.981709,-0.469924,-61.764924,-14.770156
-41.984519,-0.940115,-61.839175,-14.575459
-41.989707,-1.429104,-61.912457,-14.391612
-41.997367,-1.933219,-61.984822,-14.219664
-42.007570,-2.448947,-62.056332,-14.059295
-42.020375,-2.973016,-62.127043,-13.908971
-42.035821,-3.502457,-62.197002,-13.766134
-42.053933,-4.034630,-62.266244,-13.627433
-42.074723,-4.567214,-62.334787,-13.488946
-42.098193,-5.098184,-62.402629,-13.346381
-42.124333,-5.625768,-62.469745,-13.195249
-42.153126,-6.148391,-62.536089,-13.031005
-42.184544,-6.664619,-62.601590,-12.849147
-42.218557,-7.173108,-62.666158,-12.645293
-42.255123,-7.672544,-62.729678,-12.415229
-42.294197,-8.161601,-62.792014,-12.154945
-42.335726,-8.638893,-62.853013,-11.860658
-42.379648,-9.102937,-62.912501,-11.528836
-42.425897,-9.552115,-62.970285,-11.156223
-42.474396,-9.984641,-63.026158,-10.739879
-42.525060,-10.398545,-63.079899,-10.277238
-42.577793,-10.791645,-63.131272,-9.766185
-42.632489,-11.161552,-63.180033,-9.205169
-42.689028,-11.505683,-63.225929,-8.593349
-42.747279,-11.821300,-63.268705,-7.930769
-42.807096,-12.105586,-63.308106,-7.218562
-42.868317,-12.355759,-63.343882,-6.459173
-42.930769,-12.569237,-63.375800,-5.656558
-42.994266,-12.743840,-63.403646,-4.816351
-43.058608,-12.878039,-63.427236,-3.945927
-43.123592,-12.971209,-63.446423,-3.054327
-43.189011,-13.023857,-63.461110,-2.152008
-43.254660,-13.037784,-63.471250,-1.250398
-43.320346,-13.016123,-63.476857,-0.361284
-43.385893,-12.963229,-63.478002,0.503882
-43.451146,-12.884413,-63.474814,1.334667
-43.515979,-12.785562,-63.467474,2.122199
-43.580294,-12.672701,-63.456206,2.859491
-43.644026,-12.551583,-63.441267,3.541509
-43.707137,-12.427355,-63.422941,4.165014
-43.769616,-12.304361,-63.401522,4.728245
-43.831470,-12.186058,-63.377317,5.230539
-43.892727,-12.075043,-63.350631,5.671961
-43.953425,-11.973143,-63.321773,6.052990
-44.013611,-11.881548,-63.291046,6.374294
-44.073339,-11.800947,-63.258749,6.636582
-44.132665,-11.731656,-63.225180,6.840534
-44.191645,-11.673729,-63.190631,6.986772
-44.250338,-11.627040,-63.155393,7.075876
-44.308799,-11.591343,-63.119752,7.108409
-44.367085,-11.566317,-63.083992,7.084949
-44.425248,-11.551576,-63.048395,7.006115
-44.483339,-11.546676,-63.013239,6.872593
-44.541409,-11.551095,-62.978798,6.685146
-44.599502,-11.564200,-62.945342,6.444626
-44.657663,-11.585202,-62.913137,6.151985
-44.715928,-11.613099,-62.882444,5.808298
-44.774333,-11.646613,-62.853519,5.414811
-44.832904,-11.684123,-62.826611,4.973009
-44.891658,-11.723620,-62.801960,4.484733
-44.950605,-11.762673,-62.779798,3.952319
-45.009740,-11.798444,-62.760343,3.378770
-45.069045,-11.827752,-62.743799,2.767920
-45.128484,-11.847195,-62.730349,2.124565
-45.188006,-11.853334,-62.720151,1.454518
-45.247543,-11.842905,-62.713335,0.764555
-45.307010,-11.813052,-62.709993,0.062228
-45.366309,-11.761527,-62.710182,-0.644430
-45.425330,-11.686834,-62.713919,-1.347289
-45.483958,-11.588294,-62.721178,-2.038528
-45.542072,-11.466029,-62.731896,-2.711012
-45.599556,-11.320873,-62.745974,-3.358581
-45.656296,-11.154232,-62.763285,-3.976229
-45.712185,-10.967927,-62.783674,-4.560176
-45.767126,-10.764034,-62.806972,-5.107834
-45.821034,-10.544737,-62.832995,-5.617700
-45.873831,-10.312217,-62.861553,-6.089201
-45.925454,-10.068560,-62.892453,-6.522529
-45.975848,-9.815707,-62.925503,-6.918465
-46.024969,-9.555412,-62.960517,-7.278222
-46.072779,-9.289237,-62.997314,-7.603315
-46.119250,-9.018544,-63.035721,-7.895447
-46.164361,-8.744507,-63.075573,-8.156421
-46.208095,-8.468129,-63.116715,-8.388078
-46.250441,-8.190258,-63.159001,-8.592249
-46.291392,-7.911604,-63.202294,-8.770727
-46.330945,-7.632761,-63.246465,-8.925240
-46.369098,-7.354222,-63.291395,-9.057448
-46.405854,-7.076394,-63.336974,-9.168934
-46.441216,-6.799615,-63.383098,-9.261208
-46.475189,-6.524164,-63.429670,-9.335707
-46.507781,-6.250270,-63.476604,-9.393802
-46.538998,-5.978125,-63.523817,-9.436805
-46.568850,-5.707888,-63.571234,-9.465973
-46.597345,-5.439690,-63.618786,-9.482517
-46.624495,-5.173645,-63.666412,-9.487606
-46.650310,-4.909849,-63.714053,-9.482374
-46.674800,-4.648386,-63.761659,-9.467923
-46.697978,-4.389331,-63.809185,-9.445327
-46.719855,-4.132752,-63.856590,-9.415637
-46.740444,-3.878713,-63.903839,-9.379879
-46.759757,-3.627279,-63.950904,-9.339058
-46.777806,-3.378513,-63.997758,-9.294157
-46.794606,-3.132484,-64.044383,-9.246139
-46.810170,-2.889264,-64.090764,-9.195941
-46.824511,-2.648935,-64.136891,-9.144473
-46.837645,-2.411586,-64.182758,-9.092619
-46.849585,-2.177321,-64.228364,-9.041226
-46.860348,-1.946257,-64.273713,-8.991105
-46.869950,-1.718523,-64.318811,-8.943023
-46.878406,-1.494271,-64.363671,-8.897695
-46.885735,-1.273665,-64.408306,-8.855779
-46.891956,-1.056890,-64.452734,-8.817869
-46.897087,-0.844149,-64.496977,-8.784488
-46.901148,-0.635662,-64.541058,-8.756076
-46.904162,-0.431663,-64.585002,-8.732989
-46.906152,-0.232402,-64.628837,-8.715490
-46.907141,-0.038138,-64.672591,-8.703743
-46.907154,0.150860,-64.716294,-8.697809
-46.906219,0.334322,-64.759975,-8.697645
-46.904364,0.511976,-64.803663,-8.703102
-46.901617,0.683554,-64.847387,-8.713926
-46.898011,0.848796,-64.891174,-8.729763
-46.893578,1.007453,-64.935048,-8.750163
-46.888349,1.159290,-64.979032,-8.774587
-46.882362,1.304089,-65.023147,-8.802421
-46.875650,1.441652,-65.067409,-8.832980
-46.868251,1.571800,-65.111831,-8.865526
-46.860202,1.694374,-65.156423,-8.899280
-46.851542,1.809239,-65.201190,-8.933440
-46.842310,1.916277,-65.246134,-8.967190
-46.832544,2.015391,-65.291253,-8.999721
-46.822286,2.106505,-65.336539,-9.030248
-46.811576,2.189555,-65.381981,-9.058020
-46.800453,2.264495,-65.427566,-9.082339
-46.788960,2.331294,-65.473276,-9.102574
-46.777137,2.389931,-65.519089,-9.118175
-46.765024,2.440397,-65.564983,-9.128681
-46.752665,2.482690,-65.610930,-9.133733
-46.740098,2.516822,-65.656904,-9.133085
-46.727367,2.542808,-65.702875,-9.126606
-46.714510,2.560673,-65.748815,-9.114287
-46.701570,2.570452,-65.794694,-9.096243
-46.688587,2.572185,-65.840483,-9.072713
-46.675600,2.565925,-65.886154,-9.044058
-46.662651,2.551733,-65.931684,-9.010759
-46.649779,2.529684,-65.977047,-8.973405
-46.637023,2.499868,-66.022225,-8.932690
-46.624423,2.462390,-66.067201,-8.889397
-46.612015,2.417375,-66.111963,-8.844392
-46.599839,2.364968,-66.156503,-8.798602
-46.587931,2.305340,-66.200816,-8.753007
-46.576327,2.238686,-66.244906,-8.708617
-46.565062,2.165229,-66.288779,-8.666460
-46.554170,2.085223,-66.332445,-8.627561
-46.543683,1.998947,-66.375923,-8.592923
-46.533633,1.906715,-66.419234,-8.563512
-46.524049,1.808864,-66.462406,-8.540242
-46.514958,1.705761,-66.505468,-8.523954
-46.506388,1.597793,-66.548457,-8.515408
-46.498361,1.485368,-66.591411,-8.515270
-46.490901,1.368908,-66.634374,-8.524104
-46.484026,1.248843,-66.677389,-8.542363
-46.477754,1.125610,-66.720505,-8.570393
-46.472102,0.999644,-66.763770,-8.608423
-46.467082,0.871373,-66.807234,-8.656577
-46.462706,0.741219,-66.850948,-8.714870
-46.458984,0.609591,-66.894963,-8.783219
-46.455922,0.476885,-66.939327,-8.861449
-46.453525,0.343482,-66.984091,-8.949297
-46.451798,0.209752,-67.029302,-9.046425
-46.450741,0.076049,-67.075007,-9.152424
-46.450354,-0.057278,-67.121249,-9.266819
-46.450637,-0.189891,-67.168070,-9.389080
-46.451584,-0.321451,-67.215509,-9.518621
-46.453191,-0.451621,-67.263601,-9.654808
-46.455451,-0.580059,-67.312381,-9.796959
-46.458355,-0.706414,-67.361876,-9.944347
-46.461892,-0.830322,-67.412113,-10.096199
-46.466051,-0.951406,-67.463113,-10.251701
-46.470817,-1.069270,-67.514894,-10.409993
-46.476174,-1.183498,-67.567470,-10.570173
-46.482104,-1.293655,-67.620849,-10.731296
-46.488585,-1.399283,-67.675036,-10.892375
-46.495596,-1.499903,-67.730028,-11.052384
-46.503111,-1.595020,-67.785821,-11.210259
-46.511101,-1.684117,-67.842403,-11.364907
-46.519538,-1.766669,-67.899757,-11.515204
-46.528387,-1.842138,-67.957859,-11.660009
-46.537612,-1.909982,-68.016682,-11.798170
-46.547176,-1.969663,-68.076192,-11.928533
-46.557037,-2.020649,-68.136348,-12.049959
-46.567150,-2.062426,-68.197104,-12.161331
-46.577470,-2.094502,-68.258410,-12.261574
-46.587948,-2.116418,-68.320209,-12.349671
-46.598532,-2.127752,-68.382438,-12.424674
-46.609168,-2.128132,-68.445032,-12.485727
-46.619802,-2.117238,-68.507919,-12.532081
-46.630377,-2.094811,-68.571026,-12.563106
-46.640834,-2.060658,-68.634274,-12.578309
-46.651114,-2.014655,-68.697583,-12.577347
-46.661159,-1.956751,-68.760873,-12.560034
-46.670907,-1.886968,-68.824061,-12.526350
-46.680299,-1.805398,-68.887063,-12.476447
-46.689277,-1.712206,-68.949800,-12.410647
-46.697780,-1.607621,-69.012191,-12.329446
-46.705753,-1.491930,-69.074158,-12.233501
-46.713139,-1.365474,-69.135629,-12.123630
-46.719885,-1.228639,-69.196533,-12.000800
-46.725938,-1.081846,-69.256806,-11.866112
-46.731248,-0.925542,-69.316389,-11.720793
-46.735767,-0.760191,-69.375230,-11.566182
-46.739449,-0.586266,-69.433282,-11.403711
-46.742253,-0.404238,-69.490506,-11.234900
-46.744136,-0.214572,-69.546873,-11.061337
-46.745061,-0.017720,-69.602358,-10.884675
-46.744991,0.185881,-69.656948,-10.706613
-46.743891,0.395814,-69.710637,-10.528896
-46.741730,0.611678,-69.763427,-10.353304
-46.738478,0.833086,-69.815331,-10.181646
-46.734107,1.059658,-69.866370,-10.015751
-46.728590,1.291011,-69.916575,-9.857463
-46.721903,1.526751,-69.965985,-9.708630
-46.714024,1.766456,-70.014650,-9.571087
-46.704932,2.009662,-70.062629,-9.446638
-46.694610,2.255848,-70.109988,-9.337030
-46.683043,2.504418,-70.156805,-9.243916
-46.670219,2.754692,-70.203164,-9.168814
-46.656130,3.005896,-70.249159,-9.113056
-46.640771,3.257156,-70.294887,-9.077726
-46.624142,3.507508,-70.340453,-9.063603
-46.606250,3.755905,-70.385966,-9.071098
-46.587104,4.001242,-70.431534,-9.100190
-46.566721,4.242381,-70.477268,-9.150386
-46.545123,4.478189,-70.523273,-9.220684
-46.522339,4.707568,-70.569650,-9.309557
-46.498401,4.929495,-70.616493,-9.414966
-46.473348,5.143050,-70.663882,-9.534384
-46.447224,5.347439,-70.711887,-9.664846
-46.420075,5.542009,-70.760561,-9.803017
-46.391952,5.726253,-70.809941,-9.945271
-46.362907,5.899809,-70.860045,-10.087780
-46.332995,6.062444,-70.910870,-10.226607
-46.302270,6.214045,-70.962397,-10.357804
-46.270790,6.354601,-71.014582,-10.477508
-46.238609,6.484181,-71.067366,-10.582030
-46.205782,6.602918,-71.120669,-10.667953
-46.172365,6.710998,-71.174396,-10.732207
-46.138411,6.808643,-71.228436,-10.772151
-46.103972,6.896102,-71.282663,-10.785635
-46.069098,6.973647,-71.336943,-10.771054
-46.033841,7.041564,-71.391135,-10.727387
-45.998247,7.100155,-71.445090,-10.654218
-45.962363,7.149734,-71.498660,-10.551738
-45.926235,7.190628,-71.551698,-10.420732
-45.889905,7.223184,-71.604060,-10.262543
-45.853415,7.247764,-71.655611,-10.079021
-45.816805,7.264756,-71.706223,-9.872459
-45.780112,7.274576,-71.755782,-9.645516
-45.743372,7.277676,-71.804186,-9.401127
-45.706619,7.274548,-71.851350,-9.142413
-45.669883,7.265731,-71.897202,-8.872583
-45.633194,7.251811,-71.941687,-8.594845
-45.596575,7.233427,-71.984769,-8.312308
-45.560051,7.211262,-72.026423,-8.027907
-45.523640,7.186038,-72.066642,-7.744327
-45.487357,7.158498,-72.105431,-7.463951
-45.451213,7.129391,-72.142807,-7.188827
-45.415218,7.099451,-72.178799,-6.920646
-45.379374,7.069377,-72.213442,-6.660753
-45.343683,7.039813,-72.246778,-6.410164
-45.308143,7.011341,-72.278856,-6.169603
-45.272747,6.984466,-72.309726,-5.939543
-45.237487,6.959616,-72.339443,-5.720253
-45.202354,6.937144,-72.368061,-5.511842
-45.167335,6.917335,-72.395636,-5.314301
-45.132417,6.900411,-72.422222,-5.127538
-45.097585,6.886539,-72.447875,-4.951409
-45.062824,6.875847,-72.472647,-4.785740
-45.028117,6.868424,-72.496593,-4.630347
-44.993448,6.864336,-72.519764,-4.485049
-44.958801,6.863629,-72.542212,-4.349678
-44.924157,6.866334,-72.563985,-4.224086
-44.889500,6.872478,-72.585135,-4.108151
-44.854813,6.882081,-72.605709,-4.001780
-44.820077,6.895166,-72.625756,-3.904913
-44.785275,6.911756,-72.645325,-3.817521
-44.750390,6.931882,-72.664462,-3.739613
-44.715403,6.955579,-72.683216,-3.671233
-44.680297,6.982892,-72.701636,-3.612467
-44.645053,7.013874,-72.719769,-3.563438
-44.609653,7.048590,-72.737665,-3.524314
-44.574077,7.087115,-72.755375,-3.495308
-44.538307,7.129534,-72.772949,-3.476680
-44.502323,7.175947,-72.790440,-3.468744
-44.466105,7.226462,-72.807903,-3.471866
-44.429631,7.281202,-72.825394,-3.486477
-44.392882,7.340301,-72.842970,-3.513069
-44.355834,7.403904,-72.860693,-3.552209
-44.318465,7.472167,-72.878627,-3.604539
-44.280752,7.545252,-72.896838,-3.670788
-44.242670,7.623330,-72.915398,-3.751778
-44.204194,7.706575,-72.934382,-3.848430
-44.165298,7.795159,-72.953869,-3.961777
-44.125956,7.889244,-72.973944,-4.092968
-44.086140,7.988979,-72.994698,-4.243276
-44.045822,8.094485,-73.016229,-4.414104
-44.004972,8.205839,-73.038641,-4.606986
